Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
1915,2022,1810,F,M,Y,0,$50K - $70K,Bellingham,WA,USA,Drink,Beverages,Hot Beverages,2,0.9
1916,2022,1491,F,M,Y,1,$130K - $150K,Spokane,WA,USA,Food,Frozen Foods,Frozen Desserts,6,14.53
1917,2022,6113,F,S,N,0,$130K - $150K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,6,7.01
1918,2022,3469,M,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,5,16.5
1919,2022,4567,M,M,Y,5,$50K - $70K,Yakima,WA,USA,Food,Dairy,Dairy,5,22.74
1920,2022,5990,F,M,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Specialty,4,4.59
1921,2022,3816,F,S,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Produce,Vegetables,5,8.42
1922,2022,4094,F,S,N,2,$10K - $30K,Spokane,WA,USA,Non-Consumable,Household,Electrical,5,32.55
1923,2022,5379,F,S,N,1,$50K - $70K,Tacoma,WA,USA,Food,Deli,Meat,4,15.83
1924,2022,7865,F,M,Y,1,$130K - $150K,Walla Walla,WA,USA,Food,Canned Foods,Canned Soup,2,5.72
1925,2022,3101,M,M,Y,3,$70K - $90K,Portland,OR,USA,Drink,Beverages,Pure Juice Beverages,6,3.38
1926,2022,5855,F,S,N,2,$50K - $70K,Salem,OR,USA,Drink,Beverages,Hot Beverages,4,25.75
1927,2022,9050,M,S,N,4,$70K - $90K,Portland,OR,USA,Drink,Beverages,Hot Beverages,5,32.64
1928,2022,665,F,S,N,4,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,5,4.7
1929,2022,2533,M,M,Y,1,$50K - $70K,Los Angeles,CA,USA,Non-Consumable,Periodicals,Magazines,3,20.75
1930,2022,5868,F,S,Y,2,$90K - $110K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,9.4
1931,2022,2185,F,M,N,2,$30K - $50K,San Francisco,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,11.2
1932,2022,1322,M,S,Y,5,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,11.88
1933,2022,1965,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Checkout,Hardware,3,15.41
1934,2022,9421,M,S,N,3,$30K - $50K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,4,7.23
1935,2022,7678,F,S,Y,1,$150K +,Yakima,WA,USA,Food,Canned Foods,Vegetables,3,8.57
1936,2022,4255,M,M,Y,0,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,4,18.84
1937,2022,5682,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Baked Goods,Bread,4,20.76
1938,2022,8181,F,M,Y,3,$50K - $70K,Tacoma,WA,USA,Drink,Beverages,Pure Juice Beverages,4,7.38
1939,2022,8699,F,M,N,2,$10K - $30K,Beverly Hills,CA,USA,Drink,Beverages,Hot Beverages,3,22.36
1940,2022,9898,F,M,Y,2,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,4,16.34
1941,2022,3463,M,S,N,0,$10K - $30K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,5,18.98
1942,2022,8892,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Eggs,Eggs,4,9.8
1943,2022,5407,M,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Deli,Side Dishes,5,17.67
1944,2022,5682,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Vegetables,2,3.59
1945,2022,3768,M,M,Y,2,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Household,Plastic Products,5,15.17
1946,2022,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,5,13.88
1947,2022,1438,F,S,N,3,$10K - $30K,Portland,OR,USA,Food,Dairy,Dairy,6,20.74
1948,2022,8528,M,M,Y,3,$130K - $150K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,11.47
1949,2022,5590,M,M,N,5,$110K - $130K,Tacoma,WA,USA,Food,Produce,Fruit,5,4.7
1950,2022,10166,F,M,N,1,$70K - $90K,Portland,OR,USA,Non-Consumable,Household,Electrical,6,15.87
1951,2022,4767,M,S,Y,3,$130K - $150K,Spokane,WA,USA,Food,Snacks,Candy,5,2.57
1952,2022,4061,M,S,N,4,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Paper Products,4,11.64
1953,2022,4162,M,S,Y,2,$70K - $90K,Beverly Hills,CA,USA,Food,Eggs,Eggs,5,11.2
1954,2022,5531,F,M,N,4,$30K - $50K,Los Angeles,CA,USA,Food,Dairy,Dairy,4,16.45
1955,2022,3790,M,M,Y,1,$50K - $70K,Beverly Hills,CA,USA,Food,Eggs,Eggs,2,3.28
1956,2022,192,F,M,Y,4,$50K - $70K,Spokane,WA,USA,Non-Consumable,Periodicals,Magazines,4,11.59
1957,2022,5046,F,S,N,1,$50K - $70K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,2,3.18
1958,2022,4525,F,S,Y,5,$30K - $50K,Los Angeles,CA,USA,Food,Snacks,Candy,5,23
1959,2022,426,M,M,Y,4,$70K - $90K,Seattle,WA,USA,Food,Produce,Packaged Vegetables,4,7.3
1960,2022,2211,F,S,N,5,$70K - $90K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,6,12.72
1961,2022,2846,F,M,Y,1,$50K - $70K,Portland,OR,USA,Non-Consumable,Periodicals,Magazines,3,7.08
1962,2022,5827,M,M,Y,3,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Vegetables,2,5.96
1963,2022,6432,F,S,N,1,$50K - $70K,San Diego,CA,USA,Food,Produce,Fruit,3,3.65
1964,2022,1793,F,S,N,0,$50K - $70K,Salem,OR,USA,Food,Produce,Fruit,3,21.28
1965,2022,3302,M,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Produce,Specialty,3,13.01
1966,2022,9686,M,S,Y,1,$50K - $70K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Tuna,2,5.89
1967,2022,9728,M,M,Y,1,$10K - $30K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,2,20.38
1968,2022,3693,M,S,N,0,$30K - $50K,Bremerton,WA,USA,Food,Canned Foods,Canned Tuna,6,13.3
1969,2022,6309,M,M,Y,3,$10K - $30K,Bellingham,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,10.97
1970,2022,3680,F,S,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Deli,Meat,6,10.71
1971,2022,1322,M,S,Y,5,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,6,10.56
1972,2022,3350,F,S,N,4,$10K - $30K,Portland,OR,USA,Food,Produce,Fruit,6,15.83
1973,2022,5875,M,S,Y,2,$10K - $30K,Portland,OR,USA,Food,Canned Foods,Canned Soup,4,16.92
1974,2022,4340,F,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Produce,Fruit,5,17.73
1975,2022,8172,M,M,N,0,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,6,37
1976,2022,8629,F,M,Y,2,$150K +,San Diego,CA,USA,Food,Snack Foods,Snack Foods,3,4.35
1977,2022,5233,F,M,Y,2,$70K - $90K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Clams,4,4.58
1978,2022,9169,F,M,Y,5,$70K - $90K,Yakima,WA,USA,Food,Deli,Meat,3,21.47
1979,2022,8158,M,S,N,3,$10K - $30K,Portland,OR,USA,Food,Canned Products,Fruit,5,9.48
1980,2022,6236,F,M,Y,1,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,3,10.46
1981,2022,5052,F,S,Y,5,$30K - $50K,San Francisco,CA,USA,Non-Consumable,Carousel,Specialty,3,4.75
1982,2022,5203,M,M,Y,5,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,14.26
1983,2022,8541,F,M,Y,1,$130K - $150K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,2,18.51
1984,2022,1036,F,S,N,3,$70K - $90K,Salem,OR,USA,Food,Produce,Fruit,2,4.7
1985,2022,8435,F,M,N,3,$70K - $90K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,4,26.8
1986,2022,8960,M,M,Y,2,$150K +,Bremerton,WA,USA,Food,Deli,Meat,4,7.15
1987,2022,7972,F,M,Y,1,$30K - $50K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,6,21.72
1988,2022,3787,F,S,Y,5,$10K - $30K,Bremerton,WA,USA,Food,Deli,Meat,2,6.12
1989,2022,4522,M,S,N,1,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Carousel,Specialty,4,27.6
1990,2022,8623,M,S,N,4,$30K - $50K,San Diego,CA,USA,Food,Deli,Meat,5,19.52
1991,2022,5555,F,M,Y,4,$10K - $30K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,4,9.91
1992,2022,5374,M,M,Y,3,$30K - $50K,Spokane,WA,USA,Food,Deli,Meat,4,23.1
1993,2022,4307,F,S,N,1,$70K - $90K,Beverly Hills,CA,USA,Food,Frozen Foods,Frozen Desserts,4,6.76
1994,2022,7731,F,M,N,5,$10K - $30K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,5,12.82
1995,2022,976,F,M,Y,5,$70K - $90K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,4,17.57
1996,2022,2929,M,S,N,4,$70K - $90K,San Diego,CA,USA,Non-Consumable,Periodicals,Magazines,3,9.03
1997,2022,6348,M,M,Y,2,$10K - $30K,Spokane,WA,USA,Food,Produce,Fruit,4,12.5
1998,2022,9020,M,M,N,4,$110K - $130K,Los Angeles,CA,USA,Food,Deli,Meat,4,11.56
1999,2022,7818,F,M,Y,4,$30K - $50K,Portland,OR,USA,Food,Canned Foods,Canned Soup,5,24.88
2000,2022,2255,M,S,N,3,$50K - $70K,San Diego,CA,USA,Food,Deli,Meat,4,10.9
2001,2022,2422,F,S,N,1,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,3,7.02
2002,2022,2296,F,S,N,4,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,10.92
2003,2022,6641,M,S,N,0,$30K - $50K,San Diego,CA,USA,Non-Consumable,Household,Cleaning Supplies,2,4.18
2004,2022,8055,M,M,Y,1,$30K - $50K,San Francisco,CA,USA,Food,Baked Goods,Bread,4,6.36
2005,2022,3081,F,S,Y,2,$90K - $110K,San Diego,CA,USA,Drink,Beverages,Pure Juice Beverages,2,14.82
2006,2022,6304,F,M,Y,1,$150K +,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,10.19
2007,2022,4868,F,M,Y,3,$130K - $150K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,3.22
2008,2022,432,F,M,Y,4,$70K - $90K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,5,6.96
2009,2022,8359,F,S,N,5,$50K - $70K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,3,8.61
2010,2022,4711,F,M,Y,3,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Frozen Desserts,3,6.6
2021,2022,7072,F,S,Y,2,$90K - $110K,Spokane,WA,USA,Food,Baked Goods,Bread,3,14.85
2022,2022,8947,M,S,Y,2,$50K - $70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,8.7
2023,2022,6353,M,M,Y,3,$30K - $50K,San Diego,CA,USA,Food,Canned Foods,Vegetables,7,14.94
2014,2022,7354,F,M,Y,3,$10K - $30K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,3,22.39
2015,2022,9440,F,S,Y,2,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,2,3.94
2016,2022,2483,F,S,Y,4,$90K - $110K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,40.32
2017,2022,8439,F,M,Y,4,$90K - $110K,Salem,OR,USA,Non-Consumable,Household,Paper Products,3,22.03
2018,2022,448,M,M,N,1,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,5,10.68
2019,2022,2067,F,S,N,3,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,4,8.22
2020,2022,8351,M,S,N,4,$70K - $90K,Spokane,WA,USA,Food,Deli,Side Dishes,5,8.56
2021,2022,1224,M,M,N,3,$10K - $30K,San Diego,CA,USA,Drink,Dairy,Dairy,3,5.21
2022,2022,6077,F,M,Y,4,$30K - $50K,San Diego,CA,USA,Food,Produce,Fruit,6,9.94
2021,2022,7362,M,S,N,2,$10K - $30K,Portland,OR,USA,Drink,Beverages,Pure Juice Beverages,4,8.19
2024,2022,8172,M,M,N,0,$50K - $70K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,4,14.92
2025,2022,8414,M,M,N,1,$10K - $30K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,6,2.56
2026,2022,1167,M,M,Y,3,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,14.04
2027,2022,4599,M,S,N,3,$30K - $50K,Beverly Hills,CA,USA,Food,Eggs,Eggs,5,23.94
2028,2022,136,M,M,Y,3,$150K +,Seattle,WA,USA,Food,Deli,Meat,6,32.97
2029,2022,7701,F,M,Y,4,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,3,9.01
2030,2022,4525,F,S,Y,5,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,15.37
2031,2022,1481,F,S,Y,2,$130K - $150K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,4,7.95
2032,2022,8901,M,M,N,1,$90K - $110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,5,9.73
2033,2022,2523,M,S,Y,3,$90K - $110K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,2,13.56
2034,2022,1470,M,M,N,4,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,3,6.37
2035,2022,3438,M,M,Y,3,$10K - $30K,Portland,OR,USA,Food,Baked Goods,Bread,5,6.44
2036,2022,6114,F,S,Y,2,$30K - $50K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,4,4.2
2037,2022,9998,M,S,Y,0,$50K - $70K,Beverly Hills,CA,USA,Food,Dairy,Dairy,2,11.7
2038,2022,2689,M,S,Y,1,$30K - $50K,Bremerton,WA,USA,Drink,Beverages,Carbonated Beverages,3,6.54
2039,2022,1321,M,M,Y,3,$50K - $70K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,15.25
2040,2022,2431,F,S,Y,4,$10K - $30K,Bremerton,WA,USA,Drink,Beverages,Pure Juice Beverages,3,11.57
2041,2022,4711,F,M,Y,3,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,20.7
2042,2022,8063,F,S,Y,5,$10K - $30K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,31.04
2043,2022,7203,M,S,N,4,$30K - $50K,Salem,OR,USA,Non-Consumable,Household,Cleaning Supplies,6,29.5
2044,2022,3929,F,M,N,2,$50K - $70K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,4,10.66
2045,2022,7275,F,M,Y,1,$30K - $50K,Tacoma,WA,USA,Food,Eggs,Eggs,6,34.68
2046,2022,2553,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,3,15.86
2047,2022,4391,F,M,Y,3,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Hardware,5,13.73
2048,2022,170,M,S,N,1,$10K - $30K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,4,10.35
2049,2022,180,F,S,N,4,$50K - $70K,Seattle,WA,USA,Non-Consumable,Household,Paper Products,3,12.82
2050,2022,2813,F,M,Y,5,$10K - $30K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,11.88
2051,2022,6204,F,M,Y,5,$110K - $130K,Salem,OR,USA,Food,Snack Foods,Snack Foods,6,22.91
2052,2022,521,M,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,21.41
2053,2022,8768,F,S,Y,1,$90K - $110K,Portland,OR,USA,Food,Snack Foods,Snack Foods,2,3.19
2054,2022,6522,F,S,Y,2,$50K - $70K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,3,9.32
2055,2022,3273,F,M,Y,1,$10K - $30K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,33.76
2056,2022,9797,F,M,Y,5,$50K - $70K,Spokane,WA,USA,Food,Canned Foods,Canned Tuna,5,13.53
2057,2022,8172,M,M,N,0,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,6.07
2058,2022,9469,F,S,Y,1,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,8.28
2059,2022,9623,F,S,N,2,$110K - $130K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,5,3.71
2060,2022,3409,M,M,Y,3,$150K +,San Francisco,CA,USA,Food,Baking Goods,Baking Goods,2,5.66
2061,2022,7963,M,S,N,3,$30K - $50K,Portland,OR,USA,Food,Produce,Vegetables,5,15.13
2062,2022,3854,M,S,Y,1,$90K - $110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Cold Remedies,3,12.6
2063,2022,1957,M,M,Y,2,$130K - $150K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,6,10.75
2064,2022,7171,M,S,N,3,$30K - $50K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,3,25.02
2065,2022,7354,F,M,Y,3,$10K - $30K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,15.12
2066,2022,3282,F,M,Y,5,$50K - $70K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,4,13.56
2067,2022,6047,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,6,10.62
2068,2022,2053,M,S,Y,5,$90K - $110K,Portland,OR,USA,Food,Dairy,Dairy,6,17.76
2069,2022,5405,F,M,Y,1,$70K - $90K,Portland,OR,USA,Food,Canned Foods,Canned Anchovies,4,13.76
2070,2022,5301,F,M,N,2,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,9.08
2071,2022,5821,F,M,Y,4,$70K - $90K,Seattle,WA,USA,Food,Canned Foods,Vegetables,6,21.51
2072,2022,5826,F,M,Y,4,$10K - $30K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,6,16.91
2073,2022,9302,M,M,Y,1,$130K - $150K,San Francisco,CA,USA,Food,Baking Goods,Jams and Jellies,1,1.71
2074,2022,4951,M,S,N,5,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,3,18.96
2075,2022,7190,M,S,N,2,$50K - $70K,Yakima,WA,USA,Drink,Beverages,Pure Juice Beverages,4,11.84
2076,2022,9928,F,S,Y,5,$10K - $30K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,4,22.58
2077,2022,8083,F,M,Y,0,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,3,5.84
2078,2022,9759,F,M,N,4,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,11.05
2079,2022,3929,F,M,N,2,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,12.96
2080,2022,5685,F,S,Y,2,$90K - $110K,Salem,OR,USA,Drink,Dairy,Dairy,5,26.8
2081,2022,1865,F,S,Y,2,$30K - $50K,Los Angeles,CA,USA,Food,Deli,Meat,4,20.3
2082,2022,5765,M,M,N,2,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,14.63
2083,2022,5623,F,M,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,12.64
2084,2022,8933,M,S,N,4,$10K - $30K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,2,6.92
2085,2022,161,F,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Breakfast Foods,Breakfast Foods,4,2.28
2086,2022,3549,F,M,N,2,$10K - $30K,Walla Walla,WA,USA,Non-Consumable,Periodicals,Magazines,2,4.16
2087,2022,8864,M,M,Y,4,$70K - $90K,Los Angeles,CA,USA,Food,Frozen Foods,Meat,5,42.44
2088,2022,4767,M,S,Y,3,$130K - $150K,Spokane,WA,USA,Drink,Beverages,Pure Juice Beverages,5,25.08
2089,2022,6641,M,S,N,0,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,3,17.78
2090,2022,3015,F,S,Y,1,$10K - $30K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,36.89
2091,2022,5163,M,M,Y,3,$30K - $50K,Bremerton,WA,USA,Food,Produce,Vegetables,5,22.04
2092,2022,2587,F,M,N,1,$70K - $90K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,2,5.98
2093,2022,6617,F,M,N,2,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Specialty,4,18.48
2094,2022,6107,F,M,Y,5,$50K - $70K,Bremerton,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,11.45
2095,2022,3825,M,S,N,5,$30K - $50K,Walla Walla,WA,USA,Food,Produce,Vegetables,5,12.78
2096,2022,5877,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Produce,Vegetables,4,16.38
2097,2022,6695,M,M,Y,1,$110K - $130K,Bellingham,WA,USA,Food,Deli,Meat,4,8.57
2098,2022,282,F,S,N,3,$50K - $70K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Decongestants,4,6.72
2099,2022,5167,F,S,N,3,$10K - $30K,San Diego,CA,USA,Non-Consumable,Household,Paper Products,6,15
2100,2022,6429,M,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,4,11.92
2101,2022,180,F,S,N,4,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,27.65
2102,2022,4948,M,M,Y,5,$10K - $30K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,4,13.31
2103,2022,7310,M,M,Y,5,$30K - $50K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,7,9.35
2104,2022,7906,M,M,Y,1,$10K - $30K,Salem,OR,USA,Drink,Beverages,Hot Beverages,5,2.25
2105,2022,8663,M,S,N,5,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,9.83
2106,2022,8841,M,M,Y,1,$10K - $30K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,3,9.39
2107,2022,5537,F,S,N,0,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Checkout,Hardware,5,6.68
2108,2022,5813,M,S,N,4,$30K - $50K,Bremerton,WA,USA,Food,Produce,Vegetables,6,11.53
2109,2022,3414,M,S,Y,0,$90K - $110K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,3,10.89
2110,2022,9176,M,S,Y,4,$30K - $50K,Yakima,WA,USA,Non-Consumable,Household,Plastic Products,3,7.46
2111,2022,5067,M,S,Y,2,$50K - $70K,Tacoma,WA,USA,Food,Baked Goods,Bread,5,18.29
2112,2022,6417,M,S,N,2,$10K - $30K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,16.13
2113,2022,7190,M,S,N,2,$50K - $70K,Yakima,WA,USA,Food,Deli,Meat,4,20.62
2114,2022,5616,F,S,N,3,$10K - $30K,Tacoma,WA,USA,Drink,Beverages,Carbonated Beverages,3,12.48
2115,2022,5040,M,M,Y,3,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Paper Products,4,20.92
2116,2022,7257,M,S,N,0,$10K - $30K,Seattle,WA,USA,Non-Consumable,Household,Cleaning Supplies,5,15.88
2117,2022,406,M,S,N,1,$30K - $50K,Los Angeles,CA,USA,Drink,Beverages,Carbonated Beverages,5,6.19
2118,2022,665,F,S,N,4,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,6,21.16
2119,2022,4007,F,M,Y,4,$50K - $70K,Seattle,WA,USA,Food,Produce,Specialty,4,18.64
2120,2022,1813,F,S,Y,4,$30K - $50K,Tacoma,WA,USA,Food,Produce,Specialty,5,7.67
2121,2022,9306,M,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Dairy,Dairy,4,7.31
2122,2022,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Non-Consumable,Periodicals,Magazines,4,13.22
2123,2022,6309,M,M,Y,3,$10K - $30K,Bellingham,WA,USA,Food,Frozen Foods,Breakfast Foods,3,19.12
2124,2022,7154,F,M,N,5,$50K - $70K,San Diego,CA,USA,Food,Baked Goods,Bread,6,13.68
2125,2022,2280,F,S,N,2,$10K - $30K,Salem,OR,USA,Food,Canned Products,Fruit,4,4.56
2126,2022,4209,M,S,Y,4,$50K - $70K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,3,6.37
2127,2022,1195,F,S,Y,5,$10K - $30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,18.53
2128,2022,7099,M,M,Y,5,$130K - $150K,Seattle,WA,USA,Food,Seafood,Seafood,3,4.98
2129,2022,856,M,M,Y,5,$30K - $50K,Portland,OR,USA,Non-Consumable,Household,Electrical,5,10.31
2130,2022,5877,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Produce,Vegetables,5,13.46
2131,2022,7190,M,S,N,2,$50K - $70K,Yakima,WA,USA,Food,Produce,Fruit,4,25.92
2132,2022,4118,M,S,N,1,$50K - $70K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,5,10.08
2133,2022,4589,F,S,N,3,$10K - $30K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,3,5.92
2134,2022,8015,M,M,N,2,$10K - $30K,Salem,OR,USA,Food,Produce,Fruit,5,26.05
2135,2022,5610,M,S,Y,4,$110K - $130K,Salem,OR,USA,Food,Snack Foods,Snack Foods,6,12.84
2136,2022,1991,F,S,N,1,$50K - $70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,3.56
2137,2022,2689,M,S,Y,1,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,6,21.84
2138,2022,7811,M,S,N,4,$30K - $50K,Portland,OR,USA,Non-Consumable,Household,Electrical,2,14.4
2139,2022,2587,F,M,N,1,$70K - $90K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,5,11.68
2140,2022,7056,F,M,Y,1,$10K - $30K,Bremerton,WA,USA,Food,Dairy,Dairy,6,20.59
2141,2022,7479,F,M,Y,1,$10K - $30K,Seattle,WA,USA,Non-Consumable,Household,Bathroom Products,3,4.32
2142,2022,7743,F,S,N,0,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,12.51
2143,2022,6530,M,S,Y,0,$110K - $130K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,3,27.97
2144,2022,5210,F,S,Y,1,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Electrical,4,28.19
2145,2022,9144,M,S,Y,1,$10K - $30K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,2,5.12
2146,2022,4836,M,S,Y,5,$50K - $70K,Portland,OR,USA,Food,Baked Goods,Bread,3,6.14
